=== Training started at 2025-12-11 01:18:04 ===
Step 10: {'loss': 3.9368, 'grad_norm': 1.5187633037567139, 'learning_rate': 0.0004986666666666667, 'epoch': 0.008888888888888889}
Step 540: {'loss': 1.2507, 'grad_norm': 1.3864341974258423, 'learning_rate': 0.00015682859761686525, 'epoch': 0.48}
Step 550: {'loss': 1.1611, 'grad_norm': 0.9634988903999329, 'learning_rate': 0.0001559120073327223, 'epoch': 0.4888888888888889}
Step 560: {'loss': 1.1846, 'grad_norm': 1.0735721588134766, 'learning_rate': 0.0001549954170485793, 'epoch': 0.49777777777777776}
Step 570: {'loss': 1.2076, 'grad_norm': 1.6486791372299194, 'learning_rate': 0.0001540788267644363, 'epoch': 0.5066666666666667}
Step 580: {'loss': 1.2281, 'grad_norm': 1.1733356714248657, 'learning_rate': 0.0001531622364802933, 'epoch': 0.5155555555555555}
Step 590: {'loss': 1.2213, 'grad_norm': 0.9426640272140503, 'learning_rate': 0.00015224564619615034, 'epoch': 0.5244444444444445}
Step 600: {'loss': 1.2744, 'grad_norm': 1.1893694400787354, 'learning_rate': 0.00015132905591200735, 'epoch': 0.5333333333333333}
Step 610: {'loss': 1.2483, 'grad_norm': 0.9519032835960388, 'learning_rate': 0.00015041246562786436, 'epoch': 0.5422222222222223}
Step 620: {'loss': 1.2477, 'grad_norm': 0.9027923345565796, 'learning_rate': 0.00014949587534372137, 'epoch': 0.5511111111111111}
Step 630: {'loss': 1.1737, 'grad_norm': 1.129180669784546, 'learning_rate': 0.00014857928505957837, 'epoch': 0.56}
Step 640: {'loss': 1.2244, 'grad_norm': 1.0762901306152344, 'learning_rate': 0.00014766269477543538, 'epoch': 0.5688888888888889}
Step 650: {'loss': 1.2017, 'grad_norm': 0.9017342925071716, 'learning_rate': 0.0001467461044912924, 'epoch': 0.5777777777777777}
Step 660: {'loss': 1.2456, 'grad_norm': 0.8573243618011475, 'learning_rate': 0.0001458295142071494, 'epoch': 0.5866666666666667}
Step 670: {'loss': 1.3223, 'grad_norm': 0.9050369262695312, 'learning_rate': 0.0001449129239230064, 'epoch': 0.5955555555555555}
Step 680: {'loss': 1.1855, 'grad_norm': 0.9587716460227966, 'learning_rate': 0.00014399633363886344, 'epoch': 0.6044444444444445}
Step 690: {'loss': 1.107, 'grad_norm': 1.2675037384033203, 'learning_rate': 0.00014307974335472045, 'epoch': 0.6133333333333333}
Step 700: {'loss': 1.1208, 'grad_norm': 1.44451105594635, 'learning_rate': 0.00014216315307057745, 'epoch': 0.6222222222222222}
Step 710: {'loss': 1.2112, 'grad_norm': 1.5204905271530151, 'learning_rate': 0.00014124656278643446, 'epoch': 0.6311111111111111}
Step 720: {'loss': 1.2175, 'grad_norm': 0.8833625912666321, 'learning_rate': 0.00014032997250229147, 'epoch': 0.64}
Step 730: {'loss': 1.2698, 'grad_norm': 1.0384379625320435, 'learning_rate': 0.0001394133822181485, 'epoch': 0.6488888888888888}
Step 740: {'loss': 1.2783, 'grad_norm': 0.8492764830589294, 'learning_rate': 0.0001384967919340055, 'epoch': 0.6577777777777778}
Step 750: {'loss': 1.1246, 'grad_norm': 0.9141006469726562, 'learning_rate': 0.00013758020164986252, 'epoch': 0.6666666666666666}
Step 760: {'loss': 1.1151, 'grad_norm': 1.4830918312072754, 'learning_rate': 0.00013666361136571953, 'epoch': 0.6755555555555556}
Step 770: {'loss': 1.2948, 'grad_norm': 1.145574927330017, 'learning_rate': 0.00013574702108157653, 'epoch': 0.6844444444444444}
Step 780: {'loss': 1.2043, 'grad_norm': 0.8440316319465637, 'learning_rate': 0.00013483043079743357, 'epoch': 0.6933333333333334}
Step 790: {'loss': 1.275, 'grad_norm': 0.9130533933639526, 'learning_rate': 0.00013391384051329058, 'epoch': 0.7022222222222222}
Step 800: {'loss': 1.1417, 'grad_norm': 1.15695059299469, 'learning_rate': 0.00013299725022914758, 'epoch': 0.7111111111111111}
Step 810: {'loss': 1.164, 'grad_norm': 0.8653585314750671, 'learning_rate': 0.0001320806599450046, 'epoch': 0.72}
Step 820: {'loss': 1.1718, 'grad_norm': 1.3161582946777344, 'learning_rate': 0.0001311640696608616, 'epoch': 0.7288888888888889}
Step 830: {'loss': 1.2473, 'grad_norm': 1.296179175376892, 'learning_rate': 0.0001302474793767186, 'epoch': 0.7377777777777778}
Step 840: {'loss': 1.3358, 'grad_norm': 1.0252166986465454, 'learning_rate': 0.00012933088909257561, 'epoch': 0.7466666666666667}
Step 850: {'loss': 1.2219, 'grad_norm': 1.080420970916748, 'learning_rate': 0.00012841429880843262, 'epoch': 0.7555555555555555}
Step 860: {'loss': 1.2135, 'grad_norm': 1.0543022155761719, 'learning_rate': 0.00012749770852428963, 'epoch': 0.7644444444444445}
Step 870: {'loss': 1.2227, 'grad_norm': 0.908138632774353, 'learning_rate': 0.00012658111824014666, 'epoch': 0.7733333333333333}
Step 880: {'loss': 1.2742, 'grad_norm': 1.011720061302185, 'learning_rate': 0.00012566452795600367, 'epoch': 0.7822222222222223}
Step 890: {'loss': 1.2125, 'grad_norm': 0.7042827606201172, 'learning_rate': 0.00012474793767186068, 'epoch': 0.7911111111111111}
Step 900: {'loss': 1.159, 'grad_norm': 0.9067556262016296, 'learning_rate': 0.0001238313473877177, 'epoch': 0.8}
Step 910: {'loss': 1.1459, 'grad_norm': 0.77986741065979, 'learning_rate': 0.00012291475710357472, 'epoch': 0.8088888888888889}
Step 920: {'loss': 1.2685, 'grad_norm': 0.7537974715232849, 'learning_rate': 0.00012199816681943173, 'epoch': 0.8177777777777778}
Step 930: {'loss': 1.2064, 'grad_norm': 0.8483250737190247, 'learning_rate': 0.00012108157653528874, 'epoch': 0.8266666666666667}
Step 940: {'loss': 1.1341, 'grad_norm': 0.8708512187004089, 'learning_rate': 0.00012016498625114574, 'epoch': 0.8355555555555556}
Step 950: {'loss': 1.1998, 'grad_norm': 1.3452961444854736, 'learning_rate': 0.00011924839596700275, 'epoch': 0.8444444444444444}
Step 960: {'loss': 1.141, 'grad_norm': 0.6617207527160645, 'learning_rate': 0.00011833180568285977, 'epoch': 0.8533333333333334}
Step 970: {'loss': 1.1745, 'grad_norm': 0.7093111872673035, 'learning_rate': 0.00011741521539871678, 'epoch': 0.8622222222222222}
Step 980: {'loss': 1.2365, 'grad_norm': 0.9119622707366943, 'learning_rate': 0.00011649862511457379, 'epoch': 0.8711111111111111}
Step 990: {'loss': 1.2739, 'grad_norm': 0.8298653364181519, 'learning_rate': 0.0001155820348304308, 'epoch': 0.88}
Step 1000: {'loss': 1.2079, 'grad_norm': 0.7153652906417847, 'learning_rate': 0.00011466544454628783, 'epoch': 0.8888888888888888}
Step 1010: {'loss': 1.1366, 'grad_norm': 1.757135033607483, 'learning_rate': 0.00011374885426214484, 'epoch': 0.8977777777777778}
Step 1020: {'loss': 1.1602, 'grad_norm': 0.9258670806884766, 'learning_rate': 0.00011283226397800184, 'epoch': 0.9066666666666666}
Step 1030: {'loss': 1.1596, 'grad_norm': 0.8334272503852844, 'learning_rate': 0.00011191567369385885, 'epoch': 0.9155555555555556}
Step 1040: {'loss': 1.1691, 'grad_norm': 0.8081274032592773, 'learning_rate': 0.00011099908340971586, 'epoch': 0.9244444444444444}
Step 1050: {'loss': 1.1573, 'grad_norm': 0.9281267523765564, 'learning_rate': 0.00011008249312557288, 'epoch': 0.9333333333333333}
Step 1060: {'loss': 1.2139, 'grad_norm': 0.8042176961898804, 'learning_rate': 0.00010916590284142989, 'epoch': 0.9422222222222222}
Step 1070: {'loss': 1.2605, 'grad_norm': 0.9414412975311279, 'learning_rate': 0.0001082493125572869, 'epoch': 0.9511111111111111}
Step 1080: {'loss': 1.1154, 'grad_norm': 0.8115457892417908, 'learning_rate': 0.0001073327222731439, 'epoch': 0.96}
Step 1090: {'loss': 1.184, 'grad_norm': 0.9144962430000305, 'learning_rate': 0.00010641613198900091, 'epoch': 0.9688888888888889}
Step 1100: {'loss': 1.2225, 'grad_norm': 2.3157191276550293, 'learning_rate': 0.00010549954170485795, 'epoch': 0.9777777777777777}
Step 1110: {'loss': 1.1019, 'grad_norm': 0.7295096516609192, 'learning_rate': 0.00010458295142071495, 'epoch': 0.9866666666666667}
Step 1120: {'loss': 1.2923, 'grad_norm': 0.7700325846672058, 'learning_rate': 0.00010366636113657196, 'epoch': 0.9955555555555555}
Epoch 1.0 completed in 7055.56s
Step 1130: {'loss': 1.236, 'grad_norm': 0.8807558417320251, 'learning_rate': 0.00010274977085242896, 'epoch': 1.0044444444444445}
Step 1140: {'loss': 1.0956, 'grad_norm': 0.9239604473114014, 'learning_rate': 0.00010183318056828599, 'epoch': 1.0133333333333334}
Step 1150: {'loss': 1.1328, 'grad_norm': 1.0520743131637573, 'learning_rate': 0.000100916590284143, 'epoch': 1.0222222222222221}
Step 1160: {'loss': 1.2123, 'grad_norm': 0.9294842481613159, 'learning_rate': 0.0001, 'epoch': 1.031111111111111}
Step 1170: {'loss': 1.1984, 'grad_norm': 0.8388755321502686, 'learning_rate': 9.908340971585701e-05, 'epoch': 1.04}
Step 1180: {'loss': 1.1684, 'grad_norm': 0.8190751075744629, 'learning_rate': 9.816681943171403e-05, 'epoch': 1.048888888888889}
Step 1190: {'loss': 1.3314, 'grad_norm': 0.8809822201728821, 'learning_rate': 9.725022914757104e-05, 'epoch': 1.0577777777777777}
Step 1200: {'loss': 1.1231, 'grad_norm': 0.917870283126831, 'learning_rate': 9.633363886342805e-05, 'epoch': 1.0666666666666667}
Step 1210: {'loss': 1.173, 'grad_norm': 1.2823466062545776, 'learning_rate': 9.541704857928506e-05, 'epoch': 1.0755555555555556}
Step 1220: {'loss': 1.0278, 'grad_norm': 0.8130680322647095, 'learning_rate': 9.450045829514208e-05, 'epoch': 1.0844444444444445}
Step 1230: {'loss': 1.1268, 'grad_norm': 0.8831413388252258, 'learning_rate': 9.358386801099908e-05, 'epoch': 1.0933333333333333}
Step 1240: {'loss': 1.0809, 'grad_norm': 0.610246479511261, 'learning_rate': 9.266727772685609e-05, 'epoch': 1.1022222222222222}
Step 1250: {'loss': 1.2227, 'grad_norm': 1.058553695678711, 'learning_rate': 9.175068744271311e-05, 'epoch': 1.1111111111111112}
Step 1260: {'loss': 1.1416, 'grad_norm': 0.9073207974433899, 'learning_rate': 9.083409715857012e-05, 'epoch': 1.12}
Step 1270: {'loss': 1.1142, 'grad_norm': 0.8205253481864929, 'learning_rate': 8.991750687442714e-05, 'epoch': 1.1288888888888888}
Step 1280: {'loss': 1.1148, 'grad_norm': 0.7865174412727356, 'learning_rate': 8.900091659028415e-05, 'epoch': 1.1377777777777778}
Step 1290: {'loss': 1.093, 'grad_norm': 0.6838135719299316, 'learning_rate': 8.808432630614116e-05, 'epoch': 1.1466666666666667}
Step 1300: {'loss': 1.1318, 'grad_norm': 0.8905860781669617, 'learning_rate': 8.716773602199816e-05, 'epoch': 1.1555555555555554}
Step 1310: {'loss': 1.0825, 'grad_norm': 0.6757611632347107, 'learning_rate': 8.625114573785519e-05, 'epoch': 1.1644444444444444}
Step 1320: {'loss': 1.0708, 'grad_norm': 0.6161576509475708, 'learning_rate': 8.53345554537122e-05, 'epoch': 1.1733333333333333}
Step 1330: {'loss': 1.224, 'grad_norm': 0.6106223464012146, 'learning_rate': 8.44179651695692e-05, 'epoch': 1.1822222222222223}
Step 1340: {'loss': 1.1967, 'grad_norm': 0.7142434120178223, 'learning_rate': 8.350137488542622e-05, 'epoch': 1.1911111111111112}
Step 1350: {'loss': 1.2255, 'grad_norm': 1.0701624155044556, 'learning_rate': 8.258478460128323e-05, 'epoch': 1.2}
Step 1360: {'loss': 1.2011, 'grad_norm': 0.8210263848304749, 'learning_rate': 8.166819431714025e-05, 'epoch': 1.208888888888889}
Step 1370: {'loss': 1.1229, 'grad_norm': 0.8007976412773132, 'learning_rate': 8.075160403299726e-05, 'epoch': 1.2177777777777778}
Step 1380: {'loss': 1.2645, 'grad_norm': 0.8887707591056824, 'learning_rate': 7.983501374885427e-05, 'epoch': 1.2266666666666666}
Step 1390: {'loss': 1.183, 'grad_norm': 0.766533374786377, 'learning_rate': 7.891842346471127e-05, 'epoch': 1.2355555555555555}
Step 1400: {'loss': 1.162, 'grad_norm': 0.9055758118629456, 'learning_rate': 7.800183318056828e-05, 'epoch': 1.2444444444444445}
Step 1410: {'loss': 1.1249, 'grad_norm': 0.7075912356376648, 'learning_rate': 7.70852428964253e-05, 'epoch': 1.2533333333333334}
Step 1420: {'loss': 1.1319, 'grad_norm': 0.7523531317710876, 'learning_rate': 7.616865261228231e-05, 'epoch': 1.2622222222222224}
Step 1430: {'loss': 1.2261, 'grad_norm': 0.7515262961387634, 'learning_rate': 7.525206232813933e-05, 'epoch': 1.271111111111111}
Step 1440: {'loss': 1.1566, 'grad_norm': 0.7296952605247498, 'learning_rate': 7.433547204399634e-05, 'epoch': 1.28}
Step 1450: {'loss': 1.2527, 'grad_norm': 0.6850522756576538, 'learning_rate': 7.341888175985336e-05, 'epoch': 1.2888888888888888}
Step 1460: {'loss': 1.2194, 'grad_norm': 0.898430347442627, 'learning_rate': 7.250229147571035e-05, 'epoch': 1.2977777777777777}
Step 1470: {'loss': 1.21, 'grad_norm': 0.7777708172798157, 'learning_rate': 7.158570119156737e-05, 'epoch': 1.3066666666666666}
Step 1480: {'loss': 1.0537, 'grad_norm': 0.5944450497627258, 'learning_rate': 7.066911090742438e-05, 'epoch': 1.3155555555555556}
Step 1490: {'loss': 1.2058, 'grad_norm': 0.8746438026428223, 'learning_rate': 6.975252062328139e-05, 'epoch': 1.3244444444444445}
Step 1500: {'loss': 1.0762, 'grad_norm': 0.7092800140380859, 'learning_rate': 6.883593033913841e-05, 'epoch': 1.3333333333333333}
Step 1510: {'loss': 1.1326, 'grad_norm': 0.6582843065261841, 'learning_rate': 6.791934005499542e-05, 'epoch': 1.3422222222222222}
Step 1520: {'loss': 1.1564, 'grad_norm': 0.7300131916999817, 'learning_rate': 6.700274977085244e-05, 'epoch': 1.3511111111111112}
Step 1530: {'loss': 1.1286, 'grad_norm': 0.9033456444740295, 'learning_rate': 6.608615948670945e-05, 'epoch': 1.3599999999999999}
Step 1540: {'loss': 1.1431, 'grad_norm': 0.6617822647094727, 'learning_rate': 6.516956920256645e-05, 'epoch': 1.3688888888888888}
Step 1550: {'loss': 1.1889, 'grad_norm': 0.8385574221611023, 'learning_rate': 6.425297891842346e-05, 'epoch': 1.3777777777777778}
Step 1560: {'loss': 1.0957, 'grad_norm': 0.6781438589096069, 'learning_rate': 6.333638863428047e-05, 'epoch': 1.3866666666666667}
Step 1570: {'loss': 1.0891, 'grad_norm': 0.7512512803077698, 'learning_rate': 6.241979835013749e-05, 'epoch': 1.3955555555555557}
Step 1580: {'loss': 1.2194, 'grad_norm': 0.7469757795333862, 'learning_rate': 6.15032080659945e-05, 'epoch': 1.4044444444444444}
Step 1590: {'loss': 1.3287, 'grad_norm': 0.7735984921455383, 'learning_rate': 6.058661778185152e-05, 'epoch': 1.4133333333333333}
Step 1600: {'loss': 1.0773, 'grad_norm': 0.6726782321929932, 'learning_rate': 5.967002749770853e-05, 'epoch': 1.4222222222222223}
Step 1610: {'loss': 1.1434, 'grad_norm': 0.5827363133430481, 'learning_rate': 5.875343721356554e-05, 'epoch': 1.431111111111111}
Step 1620: {'loss': 1.2274, 'grad_norm': 0.773137092590332, 'learning_rate': 5.783684692942255e-05, 'epoch': 1.44}
Step 1630: {'loss': 1.0254, 'grad_norm': 0.8423247933387756, 'learning_rate': 5.692025664527957e-05, 'epoch': 1.448888888888889}
Step 1640: {'loss': 1.2022, 'grad_norm': 0.5879942774772644, 'learning_rate': 5.600366636113658e-05, 'epoch': 1.4577777777777778}
Step 1650: {'loss': 1.1105, 'grad_norm': 0.6884462237358093, 'learning_rate': 5.5087076076993585e-05, 'epoch': 1.4666666666666668}
Step 1660: {'loss': 1.1549, 'grad_norm': 0.6782166957855225, 'learning_rate': 5.41704857928506e-05, 'epoch': 1.4755555555555555}
Step 1670: {'loss': 1.1715, 'grad_norm': 0.7188833951950073, 'learning_rate': 5.325389550870761e-05, 'epoch': 1.4844444444444445}
Step 1680: {'loss': 1.1676, 'grad_norm': 1.1101254224777222, 'learning_rate': 5.233730522456463e-05, 'epoch': 1.4933333333333334}
Step 1690: {'loss': 1.2287, 'grad_norm': 0.7188689708709717, 'learning_rate': 5.1420714940421635e-05, 'epoch': 1.5022222222222221}
Step 1700: {'loss': 1.1302, 'grad_norm': 0.8157673478126526, 'learning_rate': 5.050412465627865e-05, 'epoch': 1.511111111111111}
Step 1710: {'loss': 1.1568, 'grad_norm': 0.8126543164253235, 'learning_rate': 4.958753437213566e-05, 'epoch': 1.52}
Step 1720: {'loss': 1.2727, 'grad_norm': 0.7557060122489929, 'learning_rate': 4.867094408799267e-05, 'epoch': 1.528888888888889}
Step 1730: {'loss': 1.1559, 'grad_norm': 0.7435368895530701, 'learning_rate': 4.7754353803849686e-05, 'epoch': 1.537777777777778}
Step 1740: {'loss': 1.2643, 'grad_norm': 1.877492904663086, 'learning_rate': 4.683776351970669e-05, 'epoch': 1.5466666666666666}
Step 1750: {'loss': 1.0951, 'grad_norm': 0.7865771651268005, 'learning_rate': 4.59211732355637e-05, 'epoch': 1.5555555555555556}
Step 1760: {'loss': 1.1694, 'grad_norm': 0.6105818748474121, 'learning_rate': 4.5004582951420715e-05, 'epoch': 1.5644444444444443}
Step 1770: {'loss': 1.2165, 'grad_norm': 0.8988511562347412, 'learning_rate': 4.408799266727773e-05, 'epoch': 1.5733333333333333}
Step 1780: {'loss': 1.1368, 'grad_norm': 0.653029203414917, 'learning_rate': 4.317140238313474e-05, 'epoch': 1.5822222222222222}
Step 1790: {'loss': 1.1788, 'grad_norm': 0.8373101353645325, 'learning_rate': 4.225481209899175e-05, 'epoch': 1.5911111111111111}
Step 1800: {'loss': 1.2082, 'grad_norm': 0.7034522294998169, 'learning_rate': 4.1338221814848766e-05, 'epoch': 1.6}
Step 1810: {'loss': 1.1412, 'grad_norm': 0.7448225021362305, 'learning_rate': 4.042163153070578e-05, 'epoch': 1.608888888888889}
Step 1820: {'loss': 1.2006, 'grad_norm': 0.9257205724716187, 'learning_rate': 3.950504124656279e-05, 'epoch': 1.6177777777777778}
Step 1830: {'loss': 1.0912, 'grad_norm': 0.5780017971992493, 'learning_rate': 3.8588450962419795e-05, 'epoch': 1.6266666666666667}
Step 1840: {'loss': 1.0488, 'grad_norm': 0.7708772420883179, 'learning_rate': 3.767186067827681e-05, 'epoch': 1.6355555555555554}
Step 1850: {'loss': 1.2282, 'grad_norm': 0.8107613325119019, 'learning_rate': 3.6755270394133824e-05, 'epoch': 1.6444444444444444}
Step 1860: {'loss': 1.1825, 'grad_norm': 0.9876782894134521, 'learning_rate': 3.583868010999084e-05, 'epoch': 1.6533333333333333}
Step 1870: {'loss': 1.2004, 'grad_norm': 0.7162197828292847, 'learning_rate': 3.4922089825847846e-05, 'epoch': 1.6622222222222223}
Step 1880: {'loss': 1.363, 'grad_norm': 0.6540087461471558, 'learning_rate': 3.400549954170486e-05, 'epoch': 1.6711111111111112}
Step 1890: {'loss': 1.1839, 'grad_norm': 0.6041759848594666, 'learning_rate': 3.3088909257561874e-05, 'epoch': 1.6800000000000002}
Step 1900: {'loss': 1.1341, 'grad_norm': 0.6254270076751709, 'learning_rate': 3.217231897341889e-05, 'epoch': 1.6888888888888889}
Step 1910: {'loss': 1.1357, 'grad_norm': 0.6187231540679932, 'learning_rate': 3.125572868927589e-05, 'epoch': 1.6977777777777778}
Step 1920: {'loss': 1.1217, 'grad_norm': 0.6950653195381165, 'learning_rate': 3.0339138405132904e-05, 'epoch': 1.7066666666666666}
Step 1930: {'loss': 1.1365, 'grad_norm': 0.8051183819770813, 'learning_rate': 2.9422548120989918e-05, 'epoch': 1.7155555555555555}
Step 1940: {'loss': 1.1087, 'grad_norm': 0.6369321942329407, 'learning_rate': 2.850595783684693e-05, 'epoch': 1.7244444444444444}
Step 1950: {'loss': 1.18, 'grad_norm': 0.7104555368423462, 'learning_rate': 2.7589367552703943e-05, 'epoch': 1.7333333333333334}
Step 1960: {'loss': 1.2487, 'grad_norm': 0.7030423283576965, 'learning_rate': 2.6672777268560954e-05, 'epoch': 1.7422222222222223}
Step 1970: {'loss': 1.0758, 'grad_norm': 0.6101465225219727, 'learning_rate': 2.575618698441797e-05, 'epoch': 1.751111111111111}
Step 1980: {'loss': 1.1214, 'grad_norm': 0.6713480353355408, 'learning_rate': 2.483959670027498e-05, 'epoch': 1.76}
Step 1990: {'loss': 1.1399, 'grad_norm': 0.7257075309753418, 'learning_rate': 2.392300641613199e-05, 'epoch': 1.7688888888888887}
Step 2000: {'loss': 1.2577, 'grad_norm': 0.8914834260940552, 'learning_rate': 2.3006416131989005e-05, 'epoch': 1.7777777777777777}
Step 2010: {'loss': 1.2083, 'grad_norm': 0.5450852513313293, 'learning_rate': 2.2089825847846012e-05, 'epoch': 1.7866666666666666}
Step 2020: {'loss': 1.143, 'grad_norm': 0.90396648645401, 'learning_rate': 2.1173235563703027e-05, 'epoch': 1.7955555555555556}
Step 2030: {'loss': 1.1602, 'grad_norm': 0.6795806288719177, 'learning_rate': 2.0256645279560038e-05, 'epoch': 1.8044444444444445}
Step 2040: {'loss': 1.1157, 'grad_norm': 0.7854484915733337, 'learning_rate': 1.9340054995417052e-05, 'epoch': 1.8133333333333335}
Step 2050: {'loss': 1.1505, 'grad_norm': 1.040418028831482, 'learning_rate': 1.842346471127406e-05, 'epoch': 1.8222222222222222}
Step 2060: {'loss': 1.0934, 'grad_norm': 0.6334657669067383, 'learning_rate': 1.7506874427131074e-05, 'epoch': 1.8311111111111111}
Step 2070: {'loss': 1.1144, 'grad_norm': 0.5647825598716736, 'learning_rate': 1.6590284142988085e-05, 'epoch': 1.8399999999999999}
Step 2080: {'loss': 1.1249, 'grad_norm': 0.6648344397544861, 'learning_rate': 1.56736938588451e-05, 'epoch': 1.8488888888888888}
Step 2090: {'loss': 1.0932, 'grad_norm': 0.9362894296646118, 'learning_rate': 1.4757103574702108e-05, 'epoch': 1.8577777777777778}
Step 2100: {'loss': 1.0406, 'grad_norm': 0.7845157384872437, 'learning_rate': 1.3840513290559121e-05, 'epoch': 1.8666666666666667}
Step 2110: {'loss': 1.0901, 'grad_norm': 1.0069456100463867, 'learning_rate': 1.2923923006416134e-05, 'epoch': 1.8755555555555556}
Step 2120: {'loss': 1.1505, 'grad_norm': 0.7095833420753479, 'learning_rate': 1.2007332722273145e-05, 'epoch': 1.8844444444444446}
Step 2130: {'loss': 1.1268, 'grad_norm': 0.7102500796318054, 'learning_rate': 1.1090742438130157e-05, 'epoch': 1.8933333333333333}
Step 2140: {'loss': 1.1638, 'grad_norm': 0.818331778049469, 'learning_rate': 1.0174152153987168e-05, 'epoch': 1.9022222222222223}
Step 2150: {'loss': 1.1231, 'grad_norm': 0.6782492995262146, 'learning_rate': 9.25756186984418e-06, 'epoch': 1.911111111111111}
Step 2160: {'loss': 1.2062, 'grad_norm': 0.8464624881744385, 'learning_rate': 8.340971585701192e-06, 'epoch': 1.92}
Step 2170: {'loss': 1.2481, 'grad_norm': 0.6784800887107849, 'learning_rate': 7.424381301558204e-06, 'epoch': 1.9288888888888889}
Step 2180: {'loss': 1.1225, 'grad_norm': 0.6876100897789001, 'learning_rate': 6.507791017415216e-06, 'epoch': 1.9377777777777778}
Step 2190: {'loss': 1.1305, 'grad_norm': 0.6190866827964783, 'learning_rate': 5.591200733272228e-06, 'epoch': 1.9466666666666668}
Step 2200: {'loss': 1.0213, 'grad_norm': 0.7760927081108093, 'learning_rate': 4.67461044912924e-06, 'epoch': 1.9555555555555557}
Step 2210: {'loss': 1.1837, 'grad_norm': 0.9082736372947693, 'learning_rate': 3.7580201649862514e-06, 'epoch': 1.9644444444444444}
Step 2220: {'loss': 1.2551, 'grad_norm': 0.779634416103363, 'learning_rate': 2.8414298808432632e-06, 'epoch': 1.9733333333333334}
Step 2230: {'loss': 1.2109, 'grad_norm': 0.6780804991722107, 'learning_rate': 1.924839596700275e-06, 'epoch': 1.982222222222222}
Step 2240: {'loss': 1.1215, 'grad_norm': 1.683760166168213, 'learning_rate': 1.008249312557287e-06, 'epoch': 1.991111111111111}
Step 2250: {'loss': 1.1004, 'grad_norm': 0.7466273903846741, 'learning_rate': 9.165902841429882e-08, 'epoch': 2.0}
Epoch 2.0 completed in 14148.87s
Step 2250: {'train_runtime': 14149.3288, 'train_samples_per_second': 0.636, 'train_steps_per_second': 0.159, 'total_flos': 4238947123200000.0, 'train_loss': 1.3211068869696723, 'epoch': 2.0}
=== Training completed in 14149.33s ===

